"","Latitude","Longitude","Group","Date","Time","in_out","Damage_Score"
"1",21.28893921,-157.9027712,"Group1",2024-04-17,2024-04-17 09:43:38,"in",3
"2",21.2889289,-157.9027868,"Group1",2024-04-17,2024-04-17 09:43:39,"in",3
"3",21.28891641,-157.9028039,"Group1",2024-04-17,2024-04-17 09:43:40,"in",3
"4",21.28890376,-157.9028209,"Group1",2024-04-17,2024-04-17 09:43:41,"in",3
"5",21.28889185,-157.9028366,"Group1",2024-04-17,2024-04-17 09:43:42,"in",3
"6",21.28888389,-157.9028521,"Group1",2024-04-17,2024-04-17 09:43:43,"in",3
"7",21.2888771,-157.9028665,"Group1",2024-04-17,2024-04-17 09:43:44,"in",3
"8",21.28887291,-157.9028818,"Group1",2024-04-17,2024-04-17 09:43:45,"in",3
"9",21.28887048,-157.9028983,"Group1",2024-04-17,2024-04-17 09:43:46,"in",3
"10",21.2888652,-157.9029161,"Group1",2024-04-17,2024-04-17 09:43:47,"in",3
"11",21.28886109,-157.9029333,"Group1",2024-04-17,2024-04-17 09:43:48,"in",3
"12",21.28885757,-157.9029494,"Group1",2024-04-17,2024-04-17 09:43:49,"in",3
"13",21.2888538,-157.9029681,"Group1",2024-04-17,2024-04-17 09:43:50,"in",1
"14",21.2888512,-157.9029887,"Group1",2024-04-17,2024-04-17 09:43:51,"in",1
"15",21.28884885,-157.9030093,"Group1",2024-04-17,2024-04-17 09:43:52,"in",1
"16",21.28884802,-157.9030288,"Group1",2024-04-17,2024-04-17 09:43:53,"in",1
"17",21.28884735,-157.9030478,"Group1",2024-04-17,2024-04-17 09:43:54,"in",1
"18",21.28884978,-157.903068,"Group1",2024-04-17,2024-04-17 09:43:55,"in",1
"19",21.28885045,-157.9030881,"Group1",2024-04-17,2024-04-17 09:43:56,"in",3
"20",21.28885061,-157.9031078,"Group1",2024-04-17,2024-04-17 09:43:57,"in",3
"21",21.28885095,-157.9031263,"Group1",2024-04-17,2024-04-17 09:43:58,"in",3
"22",21.28885095,-157.9031462,"Group1",2024-04-17,2024-04-17 09:43:59,"in",3
"23",21.2888507,-157.9031643,"Group1",2024-04-17,2024-04-17 09:44:00,"in",3
"24",21.28885154,-157.9031821,"Group1",2024-04-17,2024-04-17 09:44:01,"in",3
"25",21.2888517,-157.9032006,"Group1",2024-04-17,2024-04-17 09:44:02,"in",3
"26",21.28885405,-157.9032171,"Group1",2024-04-17,2024-04-17 09:44:03,"in",2
"27",21.28885531,-157.9032342,"Group1",2024-04-17,2024-04-17 09:44:04,"in",2
"28",21.28885875,-157.9032515,"Group1",2024-04-17,2024-04-17 09:44:05,"in",2
"29",21.28886134,-157.9032707,"Group1",2024-04-17,2024-04-17 09:44:06,"in",2
"30",21.28886419,-157.9032892,"Group1",2024-04-17,2024-04-17 09:44:07,"in",2
"31",21.28886721,-157.9033079,"Group1",2024-04-17,2024-04-17 09:44:08,"in",2
"32",21.28886897,-157.9033266,"Group1",2024-04-17,2024-04-17 09:44:09,"in",2
"33",21.28887048,-157.9033429,"Group1",2024-04-17,2024-04-17 09:44:10,"in",2
"34",21.28887182,-157.9033604,"Group1",2024-04-17,2024-04-17 09:44:11,"in",2
"35",21.28887509,-157.9033776,"Group1",2024-04-17,2024-04-17 09:44:12,"in",1
"36",21.28887794,-157.9033931,"Group1",2024-04-17,2024-04-17 09:44:13,"in",1
"37",21.28887962,-157.90341,"Group1",2024-04-17,2024-04-17 09:44:14,"in",1
"38",21.28888146,-157.9034263,"Group1",2024-04-17,2024-04-17 09:44:15,"in",1
"39",21.28888381,-157.9034442,"Group1",2024-04-17,2024-04-17 09:44:16,"in",1
"40",21.28888766,-157.90346,"Group1",2024-04-17,2024-04-17 09:44:17,"in",1
"41",21.28889303,-157.9034758,"Group1",2024-04-17,2024-04-17 09:44:18,"in",1
"42",21.2888978,-157.9034905,"Group1",2024-04-17,2024-04-17 09:44:19,"in",1
"43",21.28890267,-157.9035072,"Group1",2024-04-17,2024-04-17 09:44:20,"in",1
"44",21.28890904,-157.9035237,"Group1",2024-04-17,2024-04-17 09:44:21,"in",1
"45",21.2889165,-157.9035392,"Group1",2024-04-17,2024-04-17 09:44:22,"in",1
"46",21.28892354,-157.9035542,"Group1",2024-04-17,2024-04-17 09:44:23,"in",1
"47",21.28893024,-157.9035679,"Group1",2024-04-17,2024-04-17 09:44:24,"in",1
"48",21.28893712,-157.9035817,"Group1",2024-04-17,2024-04-17 09:44:25,"in",1
"49",21.28894634,-157.9035954,"Group1",2024-04-17,2024-04-17 09:44:26,"in",1
"50",21.28895489,-157.9036087,"Group1",2024-04-17,2024-04-17 09:44:27,"in",1
"51",21.28896486,-157.9036228,"Group1",2024-04-17,2024-04-17 09:44:28,"in",1
"52",21.2889724,-157.9036372,"Group1",2024-04-17,2024-04-17 09:44:29,"in",1
"53",21.28897961,-157.9036507,"Group1",2024-04-17,2024-04-17 09:44:30,"in",1
"54",21.28898531,-157.903665,"Group1",2024-04-17,2024-04-17 09:44:31,"in",1
"55",21.28898774,-157.9036802,"Group1",2024-04-17,2024-04-17 09:44:32,"in",1
"56",21.2889895,-157.9036937,"Group1",2024-04-17,2024-04-17 09:44:33,"in",1
"57",21.28899235,-157.9037072,"Group1",2024-04-17,2024-04-17 09:44:34,"in",1
"58",21.28899772,-157.9037216,"Group1",2024-04-17,2024-04-17 09:44:35,"in",1
"59",21.2890066,-157.9037352,"Group1",2024-04-17,2024-04-17 09:44:36,"in",1
"60",21.28902026,-157.9037478,"Group1",2024-04-17,2024-04-17 09:44:37,"in",1
"61",21.28903409,-157.9037615,"Group1",2024-04-17,2024-04-17 09:44:38,"in",1
"62",21.28904809,-157.9037767,"Group1",2024-04-17,2024-04-17 09:44:39,"in",1
"63",21.28906284,-157.9037919,"Group1",2024-04-17,2024-04-17 09:44:40,"in",1
"64",21.28907894,-157.903807,"Group1",2024-04-17,2024-04-17 09:44:41,"in",1
"65",21.28909335,-157.9038212,"Group1",2024-04-17,2024-04-17 09:44:42,"in",1
"66",21.28910601,-157.9038346,"Group1",2024-04-17,2024-04-17 09:44:43,"in",1
"67",21.28911775,-157.9038485,"Group1",2024-04-17,2024-04-17 09:44:44,"in",1
"68",21.28912588,-157.903862,"Group1",2024-04-17,2024-04-17 09:44:45,"in",1
"69",21.28913376,-157.9038756,"Group1",2024-04-17,2024-04-17 09:44:46,"in",1
"70",21.28914004,-157.9038859,"Group1",2024-04-17,2024-04-17 09:44:47,"in",1
"71",21.28914549,-157.9038969,"Group1",2024-04-17,2024-04-17 09:44:48,"in",1
"72",21.28914968,-157.90391,"Group1",2024-04-17,2024-04-17 09:44:49,"in",3
"73",21.28915538,-157.9039222,"Group1",2024-04-17,2024-04-17 09:44:50,"in",3
"74",21.28915974,-157.9039349,"Group1",2024-04-17,2024-04-17 09:44:51,"in",3
"75",21.28916795,-157.9039484,"Group1",2024-04-17,2024-04-17 09:44:52,"in",2
"76",21.28917717,-157.9039617,"Group1",2024-04-17,2024-04-17 09:44:53,"in",2
"77",21.28918933,-157.9039771,"Group1",2024-04-17,2024-04-17 09:44:54,"in",2
"78",21.28920224,-157.9039934,"Group1",2024-04-17,2024-04-17 09:44:55,"in",2
"79",21.28921456,-157.9040089,"Group1",2024-04-17,2024-04-17 09:44:56,"in",2
"80",21.28922973,-157.9040221,"Group1",2024-04-17,2024-04-17 09:44:57,"in",2
"81",21.28924431,-157.9040357,"Group1",2024-04-17,2024-04-17 09:44:58,"in",2
"82",21.2892573,-157.9040521,"Group1",2024-04-17,2024-04-17 09:44:59,"in",2
"83",21.28926778,-157.9040677,"Group1",2024-04-17,2024-04-17 09:45:00,"in",2
"84",21.28927742,-157.9040817,"Group1",2024-04-17,2024-04-17 09:45:01,"in",2
"85",21.28928362,-157.9040953,"Group1",2024-04-17,2024-04-17 09:45:02,"in",2
"86",21.28928865,-157.9041096,"Group1",2024-04-17,2024-04-17 09:45:03,"in",2
"87",21.28929217,-157.9041254,"Group1",2024-04-17,2024-04-17 09:45:04,"in",2
"88",21.28929762,-157.9041432,"Group1",2024-04-17,2024-04-17 09:45:05,"in",2
"89",21.28930123,-157.904159,"Group1",2024-04-17,2024-04-17 09:45:06,"in",2
"90",21.28930332,-157.9041755,"Group1",2024-04-17,2024-04-17 09:45:07,"in",2
"91",21.28930919,-157.9041954,"Group1",2024-04-17,2024-04-17 09:45:08,"in",2
"92",21.28931338,-157.9042127,"Group1",2024-04-17,2024-04-17 09:45:09,"in",2
"93",21.28931874,-157.9042302,"Group1",2024-04-17,2024-04-17 09:45:10,"in",2
"94",21.28932428,-157.9042455,"Group1",2024-04-17,2024-04-17 09:45:11,"in",2
"95",21.28932813,-157.904263,"Group1",2024-04-17,2024-04-17 09:45:12,"in",2
"96",21.28933249,-157.9042801,"Group1",2024-04-17,2024-04-17 09:45:13,"in",2
"97",21.28933492,-157.9042969,"Group1",2024-04-17,2024-04-17 09:45:14,"in",2
"98",21.28933819,-157.9043138,"Group1",2024-04-17,2024-04-17 09:45:15,"in",2
"99",21.28933987,-157.9043297,"Group1",2024-04-17,2024-04-17 09:45:16,"in",2
"100",21.28934129,-157.9043479,"Group1",2024-04-17,2024-04-17 09:45:17,"in",2
"101",21.2893428,-157.904366,"Group1",2024-04-17,2024-04-17 09:45:18,"in",2
"102",21.28934423,-157.9043848,"Group1",2024-04-17,2024-04-17 09:45:19,"in",2
"103",21.28934707,-157.9044011,"Group1",2024-04-17,2024-04-17 09:45:20,"in",4
"104",21.28935026,-157.9044196,"Group1",2024-04-17,2024-04-17 09:45:21,"in",4
"105",21.28935227,-157.9044361,"Group1",2024-04-17,2024-04-17 09:45:22,"in",4
"106",21.28935772,-157.9044545,"Group1",2024-04-17,2024-04-17 09:45:23,"in",4
"107",21.2893625,-157.9044735,"Group1",2024-04-17,2024-04-17 09:45:24,"in",4
"108",21.28936543,-157.9044879,"Group1",2024-04-17,2024-04-17 09:45:25,"in",4
"109",21.28936769,-157.9045038,"Group1",2024-04-17,2024-04-17 09:45:26,"in",4
"110",21.28936778,-157.9045214,"Group1",2024-04-17,2024-04-17 09:45:27,"in",4
"111",21.28936719,-157.9045388,"Group1",2024-04-17,2024-04-17 09:45:28,"in",4
"112",21.2893682,-157.9045557,"Group1",2024-04-17,2024-04-17 09:45:29,"in",4
"113",21.28937189,-157.9045743,"Group1",2024-04-17,2024-04-17 09:45:30,"in",4
"114",21.28937348,-157.904592,"Group1",2024-04-17,2024-04-17 09:45:31,"in",4
"115",21.28937767,-157.9046118,"Group1",2024-04-17,2024-04-17 09:45:32,"in",4
"116",21.28938094,-157.9046301,"Group1",2024-04-17,2024-04-17 09:45:33,"in",4
"117",21.2893822,-157.9046488,"Group1",2024-04-17,2024-04-17 09:45:34,"in",4
"118",21.28938488,-157.9046676,"Group1",2024-04-17,2024-04-17 09:45:35,"in",4
"119",21.28938496,-157.9046883,"Group1",2024-04-17,2024-04-17 09:45:36,"in",4
"120",21.28938672,-157.904707,"Group1",2024-04-17,2024-04-17 09:45:37,"in",4
"121",21.28938655,-157.9047234,"Group1",2024-04-17,2024-04-17 09:45:38,"in",4
"122",21.28938706,-157.9047401,"Group1",2024-04-17,2024-04-17 09:45:39,"in",4
"123",21.28938722,-157.9047569,"Group1",2024-04-17,2024-04-17 09:45:40,"in",1
"124",21.28938756,-157.9047724,"Group1",2024-04-17,2024-04-17 09:45:41,"in",1
"125",21.28938773,-157.9047881,"Group1",2024-04-17,2024-04-17 09:45:42,"in",1
"126",21.28938949,-157.9048038,"Group1",2024-04-17,2024-04-17 09:45:43,"in",1
"127",21.28939142,-157.9048193,"Group1",2024-04-17,2024-04-17 09:45:44,"in",1
"128",21.28939116,-157.904836,"Group1",2024-04-17,2024-04-17 09:45:45,"in",1
"129",21.28938974,-157.904854,"Group1",2024-04-17,2024-04-17 09:45:46,"in",1
"130",21.28938932,-157.9048719,"Group1",2024-04-17,2024-04-17 09:45:47,"in",1
"131",21.28938865,-157.904892,"Group1",2024-04-17,2024-04-17 09:45:48,"in",4
"132",21.28938865,-157.9049109,"Group1",2024-04-17,2024-04-17 09:45:49,"in",4
"133",21.28939125,-157.9049291,"Group1",2024-04-17,2024-04-17 09:45:50,"in",4
"134",21.28939577,-157.9049464,"Group1",2024-04-17,2024-04-17 09:45:51,"in",4
"135",21.28940089,-157.9049643,"Group1",2024-04-17,2024-04-17 09:45:52,"in",4
"136",21.28940592,-157.9049839,"Group1",2024-04-17,2024-04-17 09:45:53,"in",4
"137",21.2894112,-157.9050034,"Group1",2024-04-17,2024-04-17 09:45:54,"in",4
"138",21.28941673,-157.9050209,"Group1",2024-04-17,2024-04-17 09:45:55,"in",4
"139",21.28942377,-157.905037,"Group1",2024-04-17,2024-04-17 09:45:56,"in",4
"140",21.28942821,-157.9050524,"Group1",2024-04-17,2024-04-17 09:45:57,"in",4
"141",21.28943073,-157.9050675,"Group1",2024-04-17,2024-04-17 09:45:58,"in",4
"142",21.28943299,-157.9050825,"Group1",2024-04-17,2024-04-17 09:45:59,"in",4
"143",21.28943668,-157.9051003,"Group1",2024-04-17,2024-04-17 09:46:00,"in",4
"144",21.28944271,-157.9051157,"Group1",2024-04-17,2024-04-17 09:46:01,"in",4
"145",21.28944791,-157.9051296,"Group1",2024-04-17,2024-04-17 09:46:02,"in",4
"146",21.28945353,-157.9051457,"Group1",2024-04-17,2024-04-17 09:46:03,"in",4
"147",21.28945663,-157.9051633,"Group1",2024-04-17,2024-04-17 09:46:04,"in",4
"148",21.28946031,-157.9051818,"Group1",2024-04-17,2024-04-17 09:46:05,"in",4
"149",21.28946518,-157.9051992,"Group1",2024-04-17,2024-04-17 09:46:06,"in",4
"150",21.28947088,-157.9052167,"Group1",2024-04-17,2024-04-17 09:46:07,"in",4
"151",21.28947825,-157.905233,"Group1",2024-04-17,2024-04-17 09:46:08,"in",4
"152",21.28948789,-157.9052467,"Group1",2024-04-17,2024-04-17 09:46:09,"in",4
"153",21.28949778,-157.905259,"Group1",2024-04-17,2024-04-17 09:46:10,"in",4
"154",21.28950725,-157.9052726,"Group1",2024-04-17,2024-04-17 09:46:11,"in",4
"155",21.28951488,-157.9052876,"Group1",2024-04-17,2024-04-17 09:46:12,"in",4
"156",21.28952259,-157.9053004,"Group1",2024-04-17,2024-04-17 09:46:13,"in",4
"157",21.28952653,-157.9053146,"Group1",2024-04-17,2024-04-17 09:46:14,"in",4
"158",21.2895303,-157.9053281,"Group1",2024-04-17,2024-04-17 09:46:15,"in",4
"159",21.28953357,-157.9053428,"Group1",2024-04-17,2024-04-17 09:46:16,"in",4
"160",21.28953835,-157.9053581,"Group1",2024-04-17,2024-04-17 09:46:17,"in",4
"161",21.28954296,-157.9053747,"Group1",2024-04-17,2024-04-17 09:46:18,"in",4
"162",21.28954849,-157.9053921,"Group1",2024-04-17,2024-04-17 09:46:19,"in",4
"163",21.2895562,-157.9054062,"Group1",2024-04-17,2024-04-17 09:46:20,"in",4
"164",21.28956283,-157.9054229,"Group1",2024-04-17,2024-04-17 09:46:21,"in",4
"165",21.28956844,-157.9054399,"Group1",2024-04-17,2024-04-17 09:46:22,"in",4
"166",21.28957263,-157.9054574,"Group1",2024-04-17,2024-04-17 09:46:23,"in",4
"167",21.28957624,-157.9054762,"Group1",2024-04-17,2024-04-17 09:46:24,"in",4
"168",21.28958135,-157.905494,"Group1",2024-04-17,2024-04-17 09:46:25,"in",1
"169",21.28958596,-157.9055086,"Group1",2024-04-17,2024-04-17 09:46:26,"in",1
"170",21.28959149,-157.9055232,"Group1",2024-04-17,2024-04-17 09:46:27,"in",1
"171",21.28959719,-157.905539,"Group1",2024-04-17,2024-04-17 09:46:28,"in",1
"172",21.28960515,-157.9055605,"Group1",2024-04-17,2024-04-17 09:46:29,"in",1
"173",21.28961094,-157.9055808,"Group1",2024-04-17,2024-04-17 09:46:30,"in",1
"174",21.28961647,-157.9056024,"Group1",2024-04-17,2024-04-17 09:46:31,"in",1
"175",21.28962393,-157.9056207,"Group1",2024-04-17,2024-04-17 09:46:32,"in",1
"176",21.28962955,-157.90564,"Group1",2024-04-17,2024-04-17 09:46:33,"in",1
"177",21.289636,-157.9056583,"Group1",2024-04-17,2024-04-17 09:46:34,"in",1
"178",21.28964136,-157.905679,"Group1",2024-04-17,2024-04-17 09:46:35,"in",1
"179",21.28964354,-157.9056979,"Group1",2024-04-17,2024-04-17 09:46:36,"in",1
"180",21.28964572,-157.9057119,"Group1",2024-04-17,2024-04-17 09:46:37,"in",1
"181",21.2896453,-157.9057254,"Group1",2024-04-17,2024-04-17 09:46:38,"in",1
"182",21.28964547,-157.905738,"Group1",2024-04-17,2024-04-17 09:46:39,"in",1
"183",21.28964438,-157.9057493,"Group1",2024-04-17,2024-04-17 09:46:40,"in",1
"184",21.28964094,-157.9057633,"Group1",2024-04-17,2024-04-17 09:46:41,"in",1
"185",21.28963843,-157.9057756,"Group1",2024-04-17,2024-04-17 09:46:42,"in",1
"186",21.28963918,-157.9057889,"Group1",2024-04-17,2024-04-17 09:46:43,"in",1
"187",21.28964195,-157.9058001,"Group1",2024-04-17,2024-04-17 09:46:44,"in",1
"188",21.28964413,-157.9058117,"Group1",2024-04-17,2024-04-17 09:46:45,"in",1
"189",21.28964731,-157.9058248,"Group1",2024-04-17,2024-04-17 09:46:46,"in",1
"190",21.28965033,-157.9058361,"Group1",2024-04-17,2024-04-17 09:46:47,"in",1
"191",21.28965318,-157.9058474,"Group1",2024-04-17,2024-04-17 09:46:48,"in",1
"192",21.28965586,-157.9058597,"Group1",2024-04-17,2024-04-17 09:46:49,"in",1
"193",21.28965528,-157.9058746,"Group1",2024-04-17,2024-04-17 09:46:50,"in",1
"194",21.28965218,-157.9058846,"Group1",2024-04-17,2024-04-17 09:46:51,"in",1
"195",21.28964698,-157.905898,"Group1",2024-04-17,2024-04-17 09:46:52,"in",1
"196",21.28964304,-157.9059124,"Group1",2024-04-17,2024-04-17 09:46:53,"in",1
"197",21.2896386,-157.9059272,"Group1",2024-04-17,2024-04-17 09:46:54,"in",1
"198",21.28963374,-157.9059417,"Group1",2024-04-17,2024-04-17 09:46:55,"in",1
"199",21.2896308,-157.9059557,"Group1",2024-04-17,2024-04-17 09:46:56,"in",1
"200",21.2896308,-157.9059729,"Group1",2024-04-17,2024-04-17 09:46:57,"in",1
"201",21.28963114,-157.9059922,"Group1",2024-04-17,2024-04-17 09:46:58,"in",1
"202",21.28963701,-157.9060068,"Group1",2024-04-17,2024-04-17 09:46:59,"in",1
"203",21.2896443,-157.9060265,"Group1",2024-04-17,2024-04-17 09:47:00,"in",1
"204",21.28965268,-157.9060474,"Group1",2024-04-17,2024-04-17 09:47:01,"in",1
"205",21.28966047,-157.9060678,"Group1",2024-04-17,2024-04-17 09:47:02,"in",1
"206",21.28966366,-157.9060876,"Group1",2024-04-17,2024-04-17 09:47:03,"in",1
"207",21.28966651,-157.9061081,"Group1",2024-04-17,2024-04-17 09:47:04,"in",1
"208",21.28966701,-157.9061287,"Group1",2024-04-17,2024-04-17 09:47:05,"in",1
"209",21.28966735,-157.9061486,"Group1",2024-04-17,2024-04-17 09:47:06,"in",1
"210",21.28966835,-157.9061673,"Group1",2024-04-17,2024-04-17 09:47:07,"in",1
"211",21.28966617,-157.9061867,"Group1",2024-04-17,2024-04-17 09:47:08,"in",1
"212",21.28966341,-157.9062056,"Group1",2024-04-17,2024-04-17 09:47:09,"in",1
"213",21.28965972,-157.9062235,"Group1",2024-04-17,2024-04-17 09:47:10,"in",1
"214",21.28965729,-157.9062392,"Group1",2024-04-17,2024-04-17 09:47:11,"in",1
"215",21.28965804,-157.9062546,"Group1",2024-04-17,2024-04-17 09:47:12,"in",1
"216",21.28966073,-157.9062739,"Group1",2024-04-17,2024-04-17 09:47:13,"in",1
"217",21.28966525,-157.9062916,"Group1",2024-04-17,2024-04-17 09:47:14,"in",1
"218",21.28967405,-157.9063131,"Group1",2024-04-17,2024-04-17 09:47:15,"in",1
"219",21.28968344,-157.9063352,"Group1",2024-04-17,2024-04-17 09:47:16,"in",1
"220",21.28969425,-157.9063542,"Group1",2024-04-17,2024-04-17 09:47:17,"in",1
"221",21.28970062,-157.9063722,"Group1",2024-04-17,2024-04-17 09:47:18,"in",1
"222",21.28970549,-157.9063911,"Group1",2024-04-17,2024-04-17 09:47:19,"in",1
"223",21.28971001,-157.9064082,"Group1",2024-04-17,2024-04-17 09:47:20,"in",1
"224",21.28971345,-157.906426,"Group1",2024-04-17,2024-04-17 09:47:21,"in",1
"225",21.28971672,-157.9064437,"Group1",2024-04-17,2024-04-17 09:47:22,"in",1
"226",21.2897189,-157.9064631,"Group1",2024-04-17,2024-04-17 09:47:23,"in",1
"227",21.28972191,-157.9064832,"Group1",2024-04-17,2024-04-17 09:47:24,"in",1
"228",21.28972443,-157.906501,"Group1",2024-04-17,2024-04-17 09:47:25,"in",1
"229",21.28972795,-157.9065206,"Group1",2024-04-17,2024-04-17 09:47:26,"in",1
"230",21.28973113,-157.9065397,"Group1",2024-04-17,2024-04-17 09:47:27,"in",1
"231",21.28973616,-157.9065609,"Group1",2024-04-17,2024-04-17 09:47:28,"in",1
"232",21.2897427,-157.9065797,"Group1",2024-04-17,2024-04-17 09:47:29,"in",1
"233",21.28974848,-157.9065967,"Group1",2024-04-17,2024-04-17 09:47:30,"in",1
"234",21.28975217,-157.9066147,"Group1",2024-04-17,2024-04-17 09:47:31,"in",1
"235",21.28975712,-157.9066297,"Group1",2024-04-17,2024-04-17 09:47:32,"in",1
"236",21.28975888,-157.9066469,"Group1",2024-04-17,2024-04-17 09:47:33,"in",1
"237",21.28975804,-157.906665,"Group1",2024-04-17,2024-04-17 09:47:34,"in",1
"238",21.2897562,-157.9066831,"Group1",2024-04-17,2024-04-17 09:47:35,"in",1
"239",21.28975561,-157.9067015,"Group1",2024-04-17,2024-04-17 09:47:36,"in",1
"240",21.28975687,-157.9067197,"Group1",2024-04-17,2024-04-17 09:47:37,"in",1
"241",21.28975787,-157.9067353,"Group1",2024-04-17,2024-04-17 09:47:38,"in",1
"242",21.28976039,-157.906751,"Group1",2024-04-17,2024-04-17 09:47:39,"in",1
"243",21.28976307,-157.9067652,"Group1",2024-04-17,2024-04-17 09:47:40,"in",1
"244",21.28976558,-157.9067815,"Group1",2024-04-17,2024-04-17 09:47:41,"in",1
"245",21.28976718,-157.9067987,"Group1",2024-04-17,2024-04-17 09:47:42,"in",1
"246",21.28976877,-157.9068191,"Group1",2024-04-17,2024-04-17 09:47:43,"in",1
"247",21.28977229,-157.90684,"Group1",2024-04-17,2024-04-17 09:47:44,"in",1
"248",21.28977749,-157.9068592,"Group1",2024-04-17,2024-04-17 09:47:45,"in",3
"249",21.28978327,-157.9068763,"Group1",2024-04-17,2024-04-17 09:47:46,"in",3
"250",21.28979014,-157.9068936,"Group1",2024-04-17,2024-04-17 09:47:47,"in",3
"251",21.28979593,-157.9069105,"Group1",2024-04-17,2024-04-17 09:47:48,"in",3
"252",21.28980272,-157.9069271,"Group1",2024-04-17,2024-04-17 09:47:49,"in",3
"253",21.2898095,-157.9069436,"Group1",2024-04-17,2024-04-17 09:47:50,"in",4
"254",21.28981445,-157.9069584,"Group1",2024-04-17,2024-04-17 09:47:51,"in",4
"255",21.2898209,-157.9069743,"Group1",2024-04-17,2024-04-17 09:47:52,"in",4
"256",21.28982635,-157.9069919,"Group1",2024-04-17,2024-04-17 09:47:53,"in",4
"257",21.28983029,-157.907012,"Group1",2024-04-17,2024-04-17 09:47:54,"in",4
"258",21.28983314,-157.9070312,"Group1",2024-04-17,2024-04-17 09:47:55,"in",4
"259",21.28983834,-157.9070486,"Group1",2024-04-17,2024-04-17 09:47:56,"in",4
"260",21.28984236,-157.9070649,"Group1",2024-04-17,2024-04-17 09:47:57,"in",4
"261",21.28984303,-157.9070822,"Group1",2024-04-17,2024-04-17 09:47:58,"in",4
"262",21.28984739,-157.9071015,"Group1",2024-04-17,2024-04-17 09:47:59,"in",4
"263",21.28985234,-157.9071188,"Group1",2024-04-17,2024-04-17 09:48:00,"in",4
"264",21.28985879,-157.9071366,"Group1",2024-04-17,2024-04-17 09:48:01,"in",4
"265",21.28986558,-157.907155,"Group1",2024-04-17,2024-04-17 09:48:02,"in",4
"266",21.28987229,-157.9071727,"Group1",2024-04-17,2024-04-17 09:48:03,"in",4
"267",21.28987773,-157.9071908,"Group1",2024-04-17,2024-04-17 09:48:04,"in",4
"268",21.2898805,-157.9072105,"Group1",2024-04-17,2024-04-17 09:48:05,"in",4
"269",21.28988008,-157.9072291,"Group1",2024-04-17,2024-04-17 09:48:06,"in",4
"270",21.28987974,-157.9072488,"Group1",2024-04-17,2024-04-17 09:48:07,"in",4
"271",21.28987597,-157.907268,"Group1",2024-04-17,2024-04-17 09:48:08,"in",4
"272",21.28987279,-157.9072883,"Group1",2024-04-17,2024-04-17 09:48:09,"in",4
"273",21.28987069,-157.9073096,"Group1",2024-04-17,2024-04-17 09:48:10,"in",4
"274",21.28987061,-157.9073276,"Group1",2024-04-17,2024-04-17 09:48:11,"in",4
"275",21.28987329,-157.9073474,"Group1",2024-04-17,2024-04-17 09:48:12,"in",4
"276",21.2898774,-157.9073675,"Group1",2024-04-17,2024-04-17 09:48:13,"in",4
"277",21.28988167,-157.9073864,"Group1",2024-04-17,2024-04-17 09:48:14,"in",4
"278",21.28988444,-157.9074031,"Group1",2024-04-17,2024-04-17 09:48:15,"in",4
"279",21.28988511,-157.90742,"Group1",2024-04-17,2024-04-17 09:48:16,"in",4
"280",21.28988553,-157.9074364,"Group1",2024-04-17,2024-04-17 09:48:17,"in",4
"281",21.28988234,-157.9074536,"Group1",2024-04-17,2024-04-17 09:48:18,"in",4
"282",21.28987748,-157.9074717,"Group1",2024-04-17,2024-04-17 09:48:19,"in",4
"283",21.28987254,-157.9074888,"Group1",2024-04-17,2024-04-17 09:48:20,"in",4
"284",21.28986876,-157.9075068,"Group1",2024-04-17,2024-04-17 09:48:21,"in",4
"285",21.28986474,-157.9075262,"Group1",2024-04-17,2024-04-17 09:48:22,"in",4
"286",21.28986231,-157.9075462,"Group1",2024-04-17,2024-04-17 09:48:23,"in",4
"287",21.28986273,-157.9075638,"Group1",2024-04-17,2024-04-17 09:48:24,"in",4
"288",21.28986617,-157.9075829,"Group1",2024-04-17,2024-04-17 09:48:25,"in",4
"289",21.28986994,-157.9076034,"Group1",2024-04-17,2024-04-17 09:48:26,"in",4
"290",21.28987103,-157.9076235,"Group1",2024-04-17,2024-04-17 09:48:27,"in",4
"291",21.28987203,-157.907642,"Group1",2024-04-17,2024-04-17 09:48:28,"in",4
"292",21.28987438,-157.9076591,"Group1",2024-04-17,2024-04-17 09:48:29,"in",4
"293",21.28987421,-157.9076785,"Group1",2024-04-17,2024-04-17 09:48:30,"in",4
"294",21.28987111,-157.907698,"Group1",2024-04-17,2024-04-17 09:48:31,"in",4
"295",21.28986809,-157.9077188,"Group1",2024-04-17,2024-04-17 09:48:32,"in",4
"296",21.28986139,-157.9077374,"Group1",2024-04-17,2024-04-17 09:48:33,"in",4
"297",21.28985393,-157.9077575,"Group1",2024-04-17,2024-04-17 09:48:34,"in",4
"298",21.28984882,-157.9077779,"Group1",2024-04-17,2024-04-17 09:48:35,"in",4
"299",21.2898437,-157.9077978,"Group1",2024-04-17,2024-04-17 09:48:36,"in",4
"300",21.28984027,-157.9078152,"Group1",2024-04-17,2024-04-17 09:48:37,"in",4
"301",21.28983691,-157.9078334,"Group1",2024-04-17,2024-04-17 09:48:38,"in",4
"302",21.28983398,-157.9078544,"Group1",2024-04-17,2024-04-17 09:48:39,"in",4
"303",21.28983113,-157.9078736,"Group1",2024-04-17,2024-04-17 09:48:40,"in",4
"304",21.28982887,-157.9078908,"Group1",2024-04-17,2024-04-17 09:48:41,"in",4
